region,datetime,latency_ms
US-NYISO,2024-12-09 05:00:00,169.0
US-NYISO,2024-12-09 06:00:00,140.41
US-NYISO,2024-12-09 07:00:00,135.35
US-NYISO,2024-12-09 08:00:00,190.71
US-NYISO,2024-12-09 09:00:00,113.89
US-NYISO,2024-12-09 10:00:00,134.96
US-NYISO,2024-12-09 11:00:00,151.58
US-NYISO,2024-12-09 12:00:00,192.04
US-NYISO,2024-12-09 13:00:00,118.69
US-NYISO,2024-12-09 14:00:00,106.84
US-NYISO,2024-12-09 15:00:00,186.38
US-NYISO,2024-12-09 16:00:00,169.7
US-NYISO,2024-12-09 17:00:00,215.99
US-NYISO,2024-12-09 18:00:00,198.57
US-NYISO,2024-12-09 19:00:00,149.56
US-NYISO,2024-12-09 20:00:00,145.38
US-NYISO,2024-12-09 21:00:00,154.84
US-NYISO,2024-12-09 22:00:00,101.26
US-NYISO,2024-12-09 23:00:00,156.64
US-NYISO,2024-12-10 00:00:00,181.67
US-NYISO,2024-12-10 01:00:00,172.29
US-NYISO,2024-12-10 02:00:00,110.88
US-NYISO,2024-12-10 03:00:00,180.53
US-NYISO,2024-12-10 04:00:00,111.22
US-NYISO,2024-12-10 05:00:00,182.69
US-NYISO,2024-12-10 06:00:00,134.4
US-NYISO,2024-12-10 07:00:00,126.58
US-NYISO,2024-12-10 08:00:00,130.11
US-NYISO,2024-12-10 09:00:00,192.65
US-NYISO,2024-12-10 10:00:00,151.01
US-NYISO,2024-12-10 11:00:00,145.06
US-NYISO,2024-12-10 12:00:00,137.73
US-NYISO,2024-12-10 13:00:00,184.36
US-NYISO,2024-12-10 14:00:00,130.06
US-NYISO,2024-12-10 15:00:00,157.14
US-NYISO,2024-12-10 16:00:00,110.88
US-NYISO,2024-12-10 17:00:00,150.83
US-NYISO,2024-12-10 18:00:00,160.73
US-NYISO,2024-12-10 19:00:00,160.32
US-NYISO,2024-12-10 20:00:00,186.81
US-NYISO,2024-12-10 21:00:00,128.32
US-NYISO,2024-12-10 22:00:00,101.01
US-NYISO,2024-12-10 23:00:00,136.22
US-NYISO,2024-12-11 00:00:00,196.29
US-NYISO,2024-12-11 01:00:00,158.33
US-NYISO,2024-12-11 02:00:00,190.15
US-NYISO,2024-12-11 03:00:00,116.95
US-NYISO,2024-12-11 04:00:00,145.44
US-NYISO,2024-12-11 05:00:00,143.38
US-NYISO,2024-12-11 06:00:00,206.84
US-NYISO,2024-12-11 07:00:00,140.01
US-NYISO,2024-12-11 08:00:00,129.7
US-NYISO,2024-12-11 09:00:00,181.57
US-NYISO,2024-12-11 10:00:00,148.2
US-NYISO,2024-12-11 11:00:00,142.59
US-NYISO,2024-12-11 12:00:00,137.62
US-NYISO,2024-12-11 13:00:00,171.48
US-NYISO,2024-12-11 14:00:00,219.11
US-NYISO,2024-12-11 15:00:00,149.6
US-NYISO,2024-12-11 16:00:00,133.51
US-NYISO,2024-12-11 17:00:00,134.53
US-NYISO,2024-12-11 18:00:00,75.96
US-NYISO,2024-12-11 19:00:00,140.14
US-NYISO,2024-12-11 20:00:00,161.17
US-NYISO,2024-12-11 21:00:00,162.75
US-NYISO,2024-12-11 22:00:00,149.04
US-NYISO,2024-12-11 23:00:00,135.29
US-NYISO,2024-12-12 00:00:00,180.93
US-NYISO,2024-12-12 01:00:00,151.84
US-NYISO,2024-12-12 02:00:00,157.61
US-NYISO,2024-12-12 03:00:00,167.52
US-NYISO,2024-12-12 04:00:00,180.78
US-NYISO,2024-12-12 05:00:00,148.07
US-NYISO,2024-12-12 06:00:00,208.22
US-NYISO,2024-12-12 07:00:00,195.43
US-NYISO,2024-12-12 08:00:00,132.13
US-NYISO,2024-12-12 09:00:00,127.23
US-NYISO,2024-12-12 10:00:00,160.27
US-NYISO,2024-12-12 11:00:00,193.39
US-NYISO,2024-12-12 12:00:00,188.79
US-NYISO,2024-12-12 13:00:00,199.49
US-NYISO,2024-12-12 14:00:00,126.6
US-NYISO,2024-12-12 15:00:00,155.1
US-NYISO,2024-12-12 16:00:00,175.68
US-NYISO,2024-12-12 17:00:00,180.16
US-NYISO,2024-12-12 18:00:00,124.01
US-NYISO,2024-12-12 19:00:00,110.15
US-NYISO,2024-12-12 20:00:00,128.89
US-NYISO,2024-12-12 21:00:00,183.06
US-NYISO,2024-12-12 22:00:00,180.32
US-NYISO,2024-12-12 23:00:00,108.82
US-NYISO,2024-12-13 00:00:00,145.78
US-NYISO,2024-12-13 01:00:00,195.36
US-NYISO,2024-12-13 02:00:00,210.57
US-NYISO,2024-12-13 03:00:00,116.07
US-NYISO,2024-12-13 04:00:00,103.45
US-NYISO,2024-12-13 05:00:00,184.54
US-NYISO,2024-12-13 06:00:00,110.58
US-NYISO,2024-12-13 07:00:00,168.74
US-NYISO,2024-12-13 08:00:00,191.6
US-NYISO,2024-12-13 09:00:00,162.01
US-NYISO,2024-12-13 10:00:00,135.73
US-NYISO,2024-12-13 11:00:00,98.03
US-NYISO,2024-12-13 12:00:00,125.05
US-NYISO,2024-12-13 13:00:00,151.41
US-NYISO,2024-12-13 14:00:00,137.15
US-NYISO,2024-12-13 15:00:00,112.57
US-NYISO,2024-12-13 16:00:00,148.54
US-NYISO,2024-12-13 17:00:00,195.58
US-NYISO,2024-12-13 18:00:00,167.46
US-NYISO,2024-12-13 19:00:00,154.35
US-NYISO,2024-12-13 20:00:00,155.62
US-NYISO,2024-12-13 21:00:00,151.02
US-NYISO,2024-12-13 22:00:00,157.09
US-NYISO,2024-12-13 23:00:00,192.68
US-NYISO,2024-12-14 00:00:00,146.59
US-NYISO,2024-12-14 01:00:00,180.01
US-NYISO,2024-12-14 02:00:00,172.57
US-NYISO,2024-12-14 03:00:00,100.13
US-NYISO,2024-12-14 04:00:00,163.47
US-NYISO,2024-12-14 05:00:00,207.8
US-NYISO,2024-12-14 06:00:00,212.44
US-NYISO,2024-12-14 07:00:00,96.74
US-NYISO,2024-12-14 08:00:00,153.9
US-NYISO,2024-12-14 09:00:00,126.65
US-NYISO,2024-12-14 10:00:00,211.63
US-NYISO,2024-12-14 11:00:00,163.9
US-NYISO,2024-12-14 12:00:00,110.23
US-NYISO,2024-12-14 13:00:00,118.74
US-NYISO,2024-12-14 14:00:00,176.06
US-NYISO,2024-12-14 15:00:00,159.23
US-NYISO,2024-12-14 16:00:00,138.71
US-NYISO,2024-12-14 17:00:00,173.0
US-NYISO,2024-12-14 18:00:00,140.69
US-NYISO,2024-12-14 19:00:00,134.32
US-NYISO,2024-12-14 20:00:00,152.88
US-NYISO,2024-12-14 21:00:00,142.7
US-NYISO,2024-12-14 22:00:00,124.07
US-NYISO,2024-12-14 23:00:00,142.0
US-NYISO,2024-12-15 00:00:00,114.7
US-NYISO,2024-12-15 01:00:00,108.37
US-NYISO,2024-12-15 02:00:00,157.13
US-NYISO,2024-12-15 03:00:00,232.16
US-NYISO,2024-12-15 04:00:00,79.53
US-NYISO,2024-12-15 05:00:00,163.47
US-NYISO,2024-12-15 06:00:00,165.54
US-NYISO,2024-12-15 07:00:00,141.17
US-NYISO,2024-12-15 08:00:00,200.2
US-NYISO,2024-12-15 09:00:00,126.48
US-NYISO,2024-12-15 10:00:00,141.81
US-NYISO,2024-12-15 11:00:00,170.4
US-NYISO,2024-12-15 12:00:00,155.5
US-NYISO,2024-12-15 13:00:00,234.1
US-NYISO,2024-12-15 14:00:00,134.98
US-NYISO,2024-12-15 15:00:00,156.68
US-NYISO,2024-12-15 16:00:00,146.34
US-NYISO,2024-12-15 17:00:00,190.43
US-NYISO,2024-12-15 18:00:00,114.66
US-NYISO,2024-12-15 19:00:00,119.38
US-NYISO,2024-12-15 20:00:00,240.96
US-NYISO,2024-12-15 21:00:00,184.1
US-NYISO,2024-12-15 22:00:00,126.78
US-NYISO,2024-12-15 23:00:00,176.74
US-NYISO,2024-12-16 00:00:00,158.92
US-NYISO,2024-12-16 01:00:00,105.05
US-NYISO,2024-12-16 02:00:00,119.65
US-NYISO,2024-12-16 03:00:00,129.97
US-NYISO,2024-12-16 04:00:00,158.37
US-NYISO,2024-12-16 05:00:00,200.32
US-NYISO,2024-12-16 06:00:00,117.76
US-NYISO,2024-12-16 07:00:00,127.69
US-NYISO,2024-12-16 08:00:00,143.55
US-NYISO,2024-12-16 09:00:00,145.36
US-NYISO,2024-12-16 10:00:00,182.71
US-NYISO,2024-12-16 11:00:00,125.96
US-NYISO,2024-12-16 12:00:00,137.53
US-NYISO,2024-12-16 13:00:00,152.85
US-NYISO,2024-12-16 14:00:00,189.47
US-NYISO,2024-12-16 15:00:00,97.38
US-NYISO,2024-12-16 16:00:00,194.44
US-NYISO,2024-12-16 17:00:00,126.13
US-NYISO,2024-12-16 18:00:00,180.28
US-NYISO,2024-12-16 19:00:00,175.47
US-NYISO,2024-12-16 20:00:00,148.74
US-NYISO,2024-12-16 21:00:00,132.47
US-NYISO,2024-12-16 22:00:00,148.18
US-NYISO,2024-12-16 23:00:00,70.06
US-NYISO,2024-12-17 00:00:00,138.23
US-NYISO,2024-12-17 01:00:00,125.3
US-NYISO,2024-12-17 02:00:00,168.6
US-NYISO,2024-12-17 03:00:00,141.29
US-NYISO,2024-12-17 04:00:00,105.24
US-NYISO,2024-12-17 05:00:00,184.67
US-NYISO,2024-12-17 06:00:00,175.05
US-NYISO,2024-12-17 07:00:00,138.67
US-NYISO,2024-12-17 08:00:00,115.5
US-NYISO,2024-12-17 09:00:00,118.94
US-NYISO,2024-12-17 10:00:00,176.59
US-NYISO,2024-12-17 11:00:00,142.58
US-NYISO,2024-12-17 12:00:00,170.46
US-NYISO,2024-12-17 13:00:00,128.47
US-NYISO,2024-12-17 14:00:00,156.44
US-NYISO,2024-12-17 15:00:00,132.35
US-NYISO,2024-12-17 16:00:00,154.13
US-NYISO,2024-12-17 17:00:00,112.94
US-NYISO,2024-12-17 18:00:00,135.06
US-NYISO,2024-12-17 19:00:00,148.46
US-NYISO,2024-12-17 20:00:00,174.73
US-NYISO,2024-12-17 21:00:00,130.6
US-NYISO,2024-12-17 22:00:00,173.92
US-NYISO,2024-12-17 23:00:00,168.14
US-NYISO,2024-12-18 00:00:00,177.67
US-NYISO,2024-12-18 01:00:00,169.41
US-NYISO,2024-12-18 02:00:00,186.56
US-NYISO,2024-12-18 03:00:00,141.31
US-NYISO,2024-12-18 04:00:00,165.64
US-NYISO,2024-12-18 05:00:00,142.98
US-NYISO,2024-12-18 06:00:00,190.46
US-NYISO,2024-12-18 07:00:00,176.7
US-NYISO,2024-12-18 08:00:00,126.06
US-NYISO,2024-12-18 09:00:00,137.37
US-NYISO,2024-12-18 10:00:00,108.93
US-NYISO,2024-12-18 11:00:00,176.51
US-NYISO,2024-12-18 12:00:00,173.5
US-NYISO,2024-12-18 13:00:00,155.52
US-NYISO,2024-12-18 14:00:00,148.12
US-NYISO,2024-12-18 15:00:00,169.65
US-NYISO,2024-12-18 16:00:00,170.63
US-NYISO,2024-12-18 17:00:00,188.58
US-NYISO,2024-12-18 18:00:00,166.7
US-NYISO,2024-12-18 19:00:00,94.94
US-NYISO,2024-12-18 20:00:00,175.17
US-NYISO,2024-12-18 21:00:00,220.5
US-NYISO,2024-12-18 22:00:00,143.23
US-NYISO,2024-12-18 23:00:00,158.2
US-NYISO,2024-12-19 00:00:00,116.42
US-NYISO,2024-12-19 01:00:00,134.42
US-NYISO,2024-12-19 02:00:00,143.39
US-NYISO,2024-12-19 03:00:00,148.33
US-NYISO,2024-12-19 04:00:00,137.65
US-NYISO,2024-12-19 05:00:00,193.15
US-NYISO,2024-12-19 06:00:00,154.63
US-NYISO,2024-12-19 07:00:00,143.72
US-NYISO,2024-12-19 08:00:00,113.56
US-NYISO,2024-12-19 09:00:00,118.77
US-NYISO,2024-12-19 10:00:00,136.1
US-NYISO,2024-12-19 11:00:00,167.07
US-NYISO,2024-12-19 12:00:00,151.62
US-NYISO,2024-12-19 13:00:00,122.62
US-NYISO,2024-12-19 14:00:00,186.95
US-NYISO,2024-12-19 15:00:00,197.94
US-NYISO,2024-12-19 16:00:00,169.46
US-NYISO,2024-12-19 17:00:00,149.19
US-NYISO,2024-12-19 18:00:00,133.18
US-NYISO,2024-12-19 19:00:00,130.72
US-NYISO,2024-12-19 20:00:00,81.19
US-NYISO,2024-12-19 21:00:00,177.65
US-NYISO,2024-12-19 22:00:00,190.2
US-NYISO,2024-12-19 23:00:00,186.37
US-NYISO,2024-12-20 00:00:00,154.72
US-NYISO,2024-12-20 01:00:00,183.14
US-NYISO,2024-12-20 02:00:00,174.59
US-NYISO,2024-12-20 03:00:00,108.06
US-NYISO,2024-12-20 04:00:00,130.09
US-NYISO,2024-12-20 05:00:00,144.45
US-NYISO,2024-12-20 06:00:00,132.34
US-NYISO,2024-12-20 07:00:00,114.16
US-NYISO,2024-12-20 08:00:00,118.42
US-NYISO,2024-12-20 09:00:00,136.54
US-NYISO,2024-12-20 10:00:00,189.28
US-NYISO,2024-12-20 11:00:00,157.32
US-NYISO,2024-12-20 12:00:00,170.87
US-NYISO,2024-12-20 13:00:00,92.97
US-NYISO,2024-12-20 14:00:00,161.73
US-NYISO,2024-12-20 15:00:00,126.5
US-NYISO,2024-12-20 16:00:00,147.06
US-NYISO,2024-12-20 17:00:00,129.08
US-NYISO,2024-12-20 18:00:00,181.95
US-NYISO,2024-12-20 19:00:00,183.5
US-NYISO,2024-12-20 20:00:00,172.4
US-NYISO,2024-12-20 21:00:00,180.96
US-NYISO,2024-12-20 22:00:00,254.05
US-NYISO,2024-12-20 23:00:00,181.51
US-NYISO,2024-12-21 00:00:00,117.02
US-NYISO,2024-12-21 01:00:00,122.58
US-NYISO,2024-12-21 02:00:00,142.93
US-NYISO,2024-12-21 03:00:00,167.94
US-NYISO,2024-12-21 04:00:00,196.11
US-NYISO,2024-12-21 05:00:00,128.97
US-NYISO,2024-12-21 06:00:00,170.72
US-NYISO,2024-12-21 07:00:00,146.91
US-NYISO,2024-12-21 08:00:00,193.15
US-NYISO,2024-12-21 09:00:00,182.82
US-NYISO,2024-12-21 10:00:00,150.26
US-NYISO,2024-12-21 11:00:00,169.8
US-NYISO,2024-12-21 12:00:00,169.74
US-NYISO,2024-12-21 13:00:00,148.6
US-NYISO,2024-12-21 14:00:00,140.36
US-NYISO,2024-12-21 15:00:00,167.14
US-NYISO,2024-12-21 16:00:00,156.46
US-NYISO,2024-12-21 17:00:00,189.46
US-NYISO,2024-12-21 18:00:00,180.36
US-NYISO,2024-12-21 19:00:00,178.87
US-NYISO,2024-12-21 20:00:00,136.04
US-NYISO,2024-12-21 21:00:00,187.65
US-NYISO,2024-12-21 22:00:00,184.6
US-NYISO,2024-12-21 23:00:00,136.23
US-NYISO,2024-12-22 00:00:00,162.11
US-NYISO,2024-12-22 01:00:00,189.84
US-NYISO,2024-12-22 02:00:00,153.93
US-NYISO,2024-12-22 03:00:00,139.18
US-NYISO,2024-12-22 04:00:00,137.48
US-NYISO,2024-12-22 05:00:00,171.25
US-NYISO,2024-12-22 06:00:00,147.21
US-NYISO,2024-12-22 07:00:00,127.47
US-NYISO,2024-12-22 08:00:00,90.11
US-NYISO,2024-12-22 09:00:00,148.27
US-NYISO,2024-12-22 10:00:00,153.07
US-NYISO,2024-12-22 11:00:00,105.06
US-NYISO,2024-12-22 12:00:00,163.99
US-NYISO,2024-12-22 13:00:00,97.4
US-NYISO,2024-12-22 14:00:00,169.16
US-NYISO,2024-12-22 15:00:00,189.58
US-NYISO,2024-12-22 16:00:00,134.1
US-NYISO,2024-12-22 17:00:00,117.89
US-NYISO,2024-12-22 18:00:00,155.65
US-NYISO,2024-12-22 19:00:00,181.7
US-NYISO,2024-12-22 20:00:00,189.24
US-NYISO,2024-12-22 21:00:00,121.96
US-NYISO,2024-12-22 22:00:00,156.6
US-NYISO,2024-12-22 23:00:00,133.25
US-NYISO,2024-12-23 00:00:00,143.23
US-NYISO,2024-12-23 01:00:00,162.13
US-NYISO,2024-12-23 02:00:00,160.69
US-NYISO,2024-12-23 03:00:00,162.48
US-NYISO,2024-12-23 04:00:00,182.2
US-NYISO,2024-12-23 05:00:00,168.61
US-NYISO,2024-12-23 06:00:00,124.49
US-NYISO,2024-12-23 07:00:00,166.99
US-NYISO,2024-12-23 08:00:00,148.82
US-NYISO,2024-12-23 09:00:00,181.21
US-NYISO,2024-12-23 10:00:00,105.57
US-NYISO,2024-12-23 11:00:00,153.29
US-NYISO,2024-12-23 12:00:00,195.25
US-NYISO,2024-12-23 13:00:00,119.99
US-NYISO,2024-12-23 14:00:00,128.89
US-NYISO,2024-12-23 15:00:00,170.29
US-NYISO,2024-12-23 16:00:00,187.31
US-NYISO,2024-12-23 17:00:00,163.25
US-NYISO,2024-12-23 18:00:00,153.87
US-NYISO,2024-12-23 19:00:00,168.71
US-NYISO,2024-12-23 20:00:00,177.45
US-NYISO,2024-12-23 21:00:00,150.7
US-NYISO,2024-12-23 22:00:00,189.77
US-NYISO,2024-12-23 23:00:00,151.8
US-NYISO,2024-12-24 00:00:00,200.56
US-NYISO,2024-12-24 01:00:00,117.08
US-NYISO,2024-12-24 02:00:00,129.92
US-NYISO,2024-12-24 03:00:00,168.25
US-NYISO,2024-12-24 04:00:00,160.1
US-NYISO,2024-12-24 05:00:00,161.17
US-NYISO,2024-12-24 06:00:00,129.45
US-NYISO,2024-12-24 07:00:00,145.18
US-NYISO,2024-12-24 08:00:00,132.83
US-NYISO,2024-12-24 09:00:00,144.64
US-NYISO,2024-12-24 10:00:00,140.95
US-NYISO,2024-12-24 11:00:00,167.03
US-NYISO,2024-12-24 12:00:00,163.64
US-NYISO,2024-12-24 13:00:00,138.56
US-NYISO,2024-12-24 14:00:00,125.24
US-NYISO,2024-12-24 15:00:00,109.79
US-NYISO,2024-12-24 16:00:00,177.07
US-NYISO,2024-12-24 17:00:00,93.19
US-NYISO,2024-12-24 18:00:00,118.17
US-NYISO,2024-12-24 19:00:00,164.03
US-NYISO,2024-12-24 20:00:00,145.27
US-NYISO,2024-12-24 21:00:00,181.7
US-NYISO,2024-12-24 22:00:00,192.24
US-NYISO,2024-12-24 23:00:00,153.43
US-NYISO,2024-12-25 00:00:00,122.66
US-NYISO,2024-12-25 01:00:00,124.75
US-NYISO,2024-12-25 02:00:00,174.14
US-NYISO,2024-12-25 03:00:00,171.61
US-NYISO,2024-12-25 04:00:00,144.34
US-NYISO,2024-12-25 05:00:00,166.31
US-NYISO,2024-12-25 06:00:00,139.43
US-NYISO,2024-12-25 07:00:00,167.8
US-NYISO,2024-12-25 08:00:00,182.54
US-NYISO,2024-12-25 09:00:00,118.04
US-NYISO,2024-12-25 10:00:00,179.85
US-NYISO,2024-12-25 11:00:00,134.66
US-NYISO,2024-12-25 12:00:00,164.33
US-NYISO,2024-12-25 13:00:00,137.43
US-NYISO,2024-12-25 14:00:00,143.41
US-NYISO,2024-12-25 15:00:00,181.06
US-NYISO,2024-12-25 16:00:00,141.14
US-NYISO,2024-12-25 17:00:00,157.64
US-NYISO,2024-12-25 18:00:00,138.88
US-NYISO,2024-12-25 19:00:00,143.84
US-NYISO,2024-12-25 20:00:00,110.19
US-NYISO,2024-12-25 21:00:00,146.46
US-NYISO,2024-12-25 22:00:00,97.71
US-NYISO,2024-12-25 23:00:00,139.36
US-NYISO,2024-12-26 00:00:00,169.97
US-NYISO,2024-12-26 01:00:00,150.51
US-NYISO,2024-12-26 02:00:00,76.6
US-NYISO,2024-12-26 03:00:00,174.17
US-NYISO,2024-12-26 04:00:00,167.37
US-NYISO,2024-12-26 05:00:00,144.4
US-NYISO,2024-12-26 06:00:00,157.06
US-NYISO,2024-12-26 07:00:00,146.92
US-NYISO,2024-12-26 08:00:00,127.22
US-NYISO,2024-12-26 09:00:00,121.42
US-NYISO,2024-12-26 10:00:00,122.56
US-NYISO,2024-12-26 11:00:00,138.96
US-NYISO,2024-12-26 12:00:00,108.3
US-NYISO,2024-12-26 13:00:00,146.82
US-NYISO,2024-12-26 14:00:00,133.96
US-NYISO,2024-12-26 15:00:00,161.45
US-NYISO,2024-12-26 16:00:00,127.15
US-NYISO,2024-12-26 17:00:00,106.43
US-NYISO,2024-12-26 18:00:00,187.31
US-NYISO,2024-12-26 19:00:00,136.47
US-NYISO,2024-12-26 20:00:00,167.51
US-NYISO,2024-12-26 21:00:00,108.97
US-NYISO,2024-12-26 22:00:00,119.04
US-NYISO,2024-12-26 23:00:00,134.59
US-NYISO,2024-12-27 00:00:00,169.6
US-NYISO,2024-12-27 01:00:00,203.61
US-NYISO,2024-12-27 02:00:00,160.69
US-NYISO,2024-12-27 03:00:00,143.7
US-NYISO,2024-12-27 04:00:00,158.51
US-NYISO,2024-12-27 05:00:00,149.85
US-NYISO,2024-12-27 06:00:00,145.39
US-NYISO,2024-12-27 07:00:00,179.38
US-NYISO,2024-12-27 08:00:00,128.32
US-NYISO,2024-12-27 09:00:00,145.44
US-NYISO,2024-12-27 10:00:00,149.84
US-NYISO,2024-12-27 11:00:00,122.14
US-NYISO,2024-12-27 12:00:00,135.37
US-NYISO,2024-12-27 13:00:00,115.35
US-NYISO,2024-12-27 14:00:00,143.78
US-NYISO,2024-12-27 15:00:00,139.95
US-NYISO,2024-12-27 16:00:00,200.63
US-NYISO,2024-12-27 17:00:00,152.68
US-NYISO,2024-12-27 18:00:00,125.28
US-NYISO,2024-12-27 19:00:00,127.53
US-NYISO,2024-12-27 20:00:00,189.59
US-NYISO,2024-12-27 21:00:00,126.27
US-NYISO,2024-12-27 22:00:00,157.39
US-NYISO,2024-12-27 23:00:00,136.48
US-NYISO,2024-12-28 00:00:00,202.37
US-NYISO,2024-12-28 01:00:00,168.02
US-NYISO,2024-12-28 02:00:00,114.22
US-NYISO,2024-12-28 03:00:00,176.06
US-NYISO,2024-12-28 04:00:00,164.82
US-NYISO,2024-12-28 05:00:00,129.57
US-NYISO,2024-12-28 06:00:00,122.95
US-NYISO,2024-12-28 07:00:00,130.52
US-NYISO,2024-12-28 08:00:00,190.81
US-NYISO,2024-12-28 09:00:00,193.63
US-NYISO,2024-12-28 10:00:00,159.28
US-NYISO,2024-12-28 11:00:00,162.12
US-NYISO,2024-12-28 12:00:00,86.5
US-NYISO,2024-12-28 13:00:00,174.56
US-NYISO,2024-12-28 14:00:00,160.33
US-NYISO,2024-12-28 15:00:00,164.06
US-NYISO,2024-12-28 16:00:00,191.89
US-NYISO,2024-12-28 17:00:00,173.55
US-NYISO,2024-12-28 18:00:00,167.16
US-NYISO,2024-12-28 19:00:00,190.44
US-NYISO,2024-12-28 20:00:00,174.83
US-NYISO,2024-12-28 21:00:00,135.17
US-NYISO,2024-12-28 22:00:00,141.22
US-NYISO,2024-12-28 23:00:00,161.94
US-NYISO,2024-12-29 00:00:00,145.19
US-NYISO,2024-12-29 01:00:00,147.96
US-NYISO,2024-12-29 02:00:00,180.41
US-NYISO,2024-12-29 03:00:00,126.91
US-NYISO,2024-12-29 04:00:00,83.04
US-NYISO,2024-12-29 05:00:00,147.32
US-NYISO,2024-12-29 06:00:00,126.87
US-NYISO,2024-12-29 07:00:00,157.0
US-NYISO,2024-12-29 08:00:00,157.79
US-NYISO,2024-12-29 09:00:00,163.22
US-NYISO,2024-12-29 10:00:00,131.25
US-NYISO,2024-12-29 11:00:00,203.28
US-NYISO,2024-12-29 12:00:00,119.68
US-NYISO,2024-12-29 13:00:00,135.34
US-NYISO,2024-12-29 14:00:00,111.07
US-NYISO,2024-12-29 15:00:00,140.59
US-NYISO,2024-12-29 16:00:00,153.93
US-NYISO,2024-12-29 17:00:00,125.86
US-NYISO,2024-12-29 18:00:00,89.2
US-NYISO,2024-12-29 19:00:00,149.53
US-NYISO,2024-12-29 20:00:00,86.01
US-NYISO,2024-12-29 21:00:00,181.98
US-NYISO,2024-12-29 22:00:00,133.9
US-NYISO,2024-12-29 23:00:00,107.1
US-NYISO,2024-12-30 00:00:00,131.16
US-NYISO,2024-12-30 01:00:00,164.82
US-NYISO,2024-12-30 02:00:00,133.42
US-NYISO,2024-12-30 03:00:00,142.81
US-NYISO,2024-12-30 04:00:00,136.79
US-NYISO,2024-12-30 05:00:00,179.07
US-NYISO,2024-12-30 06:00:00,123.23
US-NYISO,2024-12-30 07:00:00,153.66
US-NYISO,2024-12-30 08:00:00,149.6
US-NYISO,2024-12-30 09:00:00,169.07
US-NYISO,2024-12-30 10:00:00,168.44
US-NYISO,2024-12-30 11:00:00,93.29
US-NYISO,2024-12-30 12:00:00,126.66
US-NYISO,2024-12-30 13:00:00,131.24
US-NYISO,2024-12-30 14:00:00,144.86
US-NYISO,2024-12-30 15:00:00,178.14
US-NYISO,2024-12-30 16:00:00,120.33
US-NYISO,2024-12-30 17:00:00,78.79
US-NYISO,2024-12-30 18:00:00,152.42
US-NYISO,2024-12-30 19:00:00,200.38
US-NYISO,2024-12-30 20:00:00,147.97
US-NYISO,2024-12-30 21:00:00,161.97
US-NYISO,2024-12-30 22:00:00,170.4
US-NYISO,2024-12-30 23:00:00,221.13
US-NYISO,2024-12-31 00:00:00,161.74
US-NYISO,2024-12-31 01:00:00,194.44
US-NYISO,2024-12-31 02:00:00,171.33
US-NYISO,2024-12-31 03:00:00,156.39
US-NYISO,2024-12-31 04:00:00,146.85
US-NYISO,2024-12-31 05:00:00,160.21
US-NYISO,2024-12-31 06:00:00,114.52
US-NYISO,2024-12-31 07:00:00,152.3
US-NYISO,2024-12-31 08:00:00,144.58
US-NYISO,2024-12-31 09:00:00,163.29
US-NYISO,2024-12-31 10:00:00,175.68
US-NYISO,2024-12-31 11:00:00,169.62
US-NYISO,2024-12-31 12:00:00,187.91
US-NYISO,2024-12-31 13:00:00,169.45
US-NYISO,2024-12-31 14:00:00,168.59
US-NYISO,2024-12-31 15:00:00,126.01
US-NYISO,2024-12-31 16:00:00,100.24
US-NYISO,2024-12-31 17:00:00,127.32
US-NYISO,2024-12-31 18:00:00,228.15
US-NYISO,2024-12-31 19:00:00,169.05
US-NYISO,2024-12-31 20:00:00,127.62
US-NYISO,2024-12-31 21:00:00,140.42
US-NYISO,2024-12-31 22:00:00,69.89
US-NYISO,2024-12-31 23:00:00,160.32
US-PJM,2024-01-01 00:00:00,162.57
US-PJM,2024-01-01 01:00:00,175.29
US-PJM,2024-01-01 02:00:00,139.7
US-PJM,2024-01-01 03:00:00,161.25
US-PJM,2024-01-01 04:00:00,153.74
US-PJM,2024-01-01 05:00:00,113.51
US-PJM,2024-01-01 06:00:00,105.41
US-PJM,2024-01-01 07:00:00,168.93
US-PJM,2024-01-01 08:00:00,161.69
US-PJM,2024-01-01 09:00:00,177.34
US-PJM,2024-01-01 10:00:00,142.8
US-PJM,2024-01-01 11:00:00,133.72
US-PJM,2024-01-01 12:00:00,175.88
US-PJM,2024-01-01 13:00:00,147.3
US-PJM,2024-01-01 14:00:00,158.75
US-PJM,2024-01-01 15:00:00,86.34
US-PJM,2024-01-01 16:00:00,138.33
US-PJM,2024-01-01 17:00:00,154.39
US-PJM,2024-01-01 18:00:00,175.21
US-PJM,2024-01-01 19:00:00,227.05
US-PJM,2024-01-01 20:00:00,207.02
US-PJM,2024-01-01 21:00:00,139.2
US-PJM,2024-01-01 22:00:00,204.56
US-PJM,2024-01-01 23:00:00,144.62
US-PJM,2024-01-02 00:00:00,167.33
US-PJM,2024-01-02 01:00:00,155.18
US-PJM,2024-01-02 02:00:00,151.34
US-PJM,2024-01-02 03:00:00,117.02
US-PJM,2024-01-02 04:00:00,143.23
US-PJM,2024-01-02 05:00:00,145.06
US-PJM,2024-01-02 06:00:00,182.98
US-PJM,2024-01-02 07:00:00,160.24
US-PJM,2024-01-02 08:00:00,159.64
US-PJM,2024-01-02 09:00:00,153.69
US-PJM,2024-01-02 10:00:00,100.63
US-PJM,2024-01-02 11:00:00,138.08
US-PJM,2024-01-02 12:00:00,150.2
